Consumer Price Index item,Month of forecast,Year of forecast,Year being forecast,Attribute,Forecast percent change
Other meats,11,2008,2009,Upper bound of prediction interval,8.8
Other meats,12,2008,2009,Lower bound of prediction interval,2.3
Other meats,12,2008,2009,Mid point of prediction interval,5.8
Other meats,12,2008,2009,Upper bound of prediction interval,9.3
Other meats,1,2009,2009,Lower bound of prediction interval,2.3
Other meats,1,2009,2009,Mid point of prediction interval,5.5
Other meats,1,2009,2009,Upper bound of prediction interval,8.9
Other meats,2,2009,2009,Lower bound of prediction interval,3.2
Other meats,2,2009,2009,Mid point of prediction interval,6
Other meats,2,2009,2009,Upper bound of prediction interval,9
Other meats,3,2009,2009,Lower bound of prediction interval,3.3
Other meats,3,2009,2009,Mid point of prediction interval,5.9
Other meats,3,2009,2009,Upper bound of prediction interval,8.4
Other meats,4,2009,2009,Lower bound of prediction interval,3
Other meats,4,2009,2009,Mid point of prediction interval,5.2
Other meats,4,2009,2009,Upper bound of prediction interval,7.4
Other meats,5,2009,2009,Lower bound of prediction interval,2.4
Other meats,5,2009,2009,Mid point of prediction interval,4.3
Other meats,5,2009,2009,Upper bound of prediction interval,6.2
Other meats,6,2009,2009,Lower bound of prediction interval,0.8
Other meats,6,2009,2009,Mid point of prediction interval,2.5
Other meats,6,2009,2009,Upper bound of prediction interval,4.1
Other meats,7,2009,2009,Lower bound of prediction interval,0.8
Other meats,7,2009,2009,Mid point of prediction interval,2.2
Other meats,7,2009,2009,Upper bound of prediction interval,3.6
Other meats,8,2009,2009,Lower bound of prediction interval,0.9
Other meats,8,2009,2009,Mid point of prediction interval,2
Other meats,8,2009,2009,Upper bound of prediction interval,3.1
Other meats,9,2009,2009,Lower bound of prediction interval,1.4
Other meats,9,2009,2009,Mid point of prediction interval,2.2
Other meats,9,2009,2009,Upper bound of prediction interval,3
Other meats,10,2009,2009,Lower bound of prediction interval,1.6
Other meats,10,2009,2009,Mid point of prediction interval,2.2
Other meats,10,2009,2009,Upper bound of prediction interval,2.8
Other meats,11,2009,2009,Lower bound of prediction interval,2.1
Other meats,11,2009,2009,Mid point of prediction interval,2.5
Other meats,11,2009,2009,Upper bound of prediction interval,2.9
Other meats,12,2009,2009,Lower bound of prediction interval,2.1
Other meats,12,2009,2009,Mid point of prediction interval,2.3
Other meats,12,2009,2009,Upper bound of prediction interval,2.6
Poultry,7,2008,2009,Lower bound of prediction interval,-3.5
Poultry,7,2008,2009,Mid point of prediction interval,2.3
Poultry,7,2008,2009,Upper bound of prediction interval,8.6
Poultry,8,2008,2009,Lower bound of prediction interval,-2.7
Poultry,8,2008,2009,Mid point of prediction interval,2.9
Poultry,8,2008,2009,Upper bound of prediction interval,8.9
Poultry,9,2008,2009,Lower bound of prediction interval,-1
Poultry,9,2008,2009,Mid point of prediction interval,4.3
Poultry,9,2008,2009,Upper bound of prediction interval,9.9
Poultry,10,2008,2009,Lower bound of prediction interval,-1
Poultry,10,2008,2009,Mid point of prediction interval,4.1
Poultry,10,2008,2009,Upper bound of prediction interval,9.4
Poultry,11,2008,2009,Lower bound of prediction interval,-1.1
Poultry,11,2008,2009,Mid point of prediction interval,3.7
Poultry,11,2008,2009,Upper bound of prediction interval,8.5
Poultry,12,2008,2009,Lower bound of prediction interval,-0.6
Poultry,12,2008,2009,Mid point of prediction interval,3.6
Poultry,12,2008,2009,Upper bound of prediction interval,8.2
Poultry,1,2009,2009,Lower bound of prediction interval,-0.5
Poultry,1,2009,2009,Mid point of prediction interval,3.6
Poultry,1,2009,2009,Upper bound of prediction interval,7.7
Poultry,2,2009,2009,Lower bound of prediction interval,-0.5
Poultry,2,2009,2009,Mid point of prediction interval,3.1
Poultry,2,2009,2009,Upper bound of prediction interval,6.7
Poultry,3,2009,2009,Lower bound of prediction interval,-0.4
Poultry,3,2009,2009,Mid point of prediction interval,2.7
Poultry,3,2009,2009,Upper bound of prediction interval,5.8
Poultry,4,2009,2009,Lower bound of prediction interval,0.2
Poultry,4,2009,2009,Mid point of prediction interval,2.8
Poultry,4,2009,2009,Upper bound of prediction interval,5.5
Poultry,5,2009,2009,Lower bound of prediction interval,1.3
Poultry,5,2009,2009,Mid point of prediction interval,3.5
Poultry,5,2009,2009,Upper bound of prediction interval,5.8
Poultry,6,2009,2009,Lower bound of prediction interval,1
Poultry,6,2009,2009,Mid point of prediction interval,2.8
Poultry,6,2009,2009,Upper bound of prediction interval,4.7
Poultry,7,2009,2009,Lower bound of prediction interval,1.5
Poultry,7,2009,2009,Mid point of prediction interval,2.9
Poultry,7,2009,2009,Upper bound of prediction interval,4.4
Poultry,8,2009,2009,Lower bound of prediction interval,0.9
Poultry,8,2009,2009,Mid point of prediction interval,2
Poultry,8,2009,2009,Upper bound of prediction interval,3.1
Poultry,9,2009,2009,Lower bound of prediction interval,1.3
Poultry,9,2009,2009,Mid point of prediction interval,2.1
Poultry,9,2009,2009,Upper bound of prediction interval,3
Poultry,10,2009,2009,Lower bound of prediction interval,1.4
Poultry,10,2009,2009,Mid point of prediction interval,1.9
Poultry,10,2009,2009,Upper bound of prediction interval,2.5
Poultry,11,2009,2009,Lower bound of prediction interval,1.3
Poultry,11,2009,2009,Mid point of prediction interval,1.7
Poultry,11,2009,2009,Upper bound of prediction interval,2
Poultry,12,2009,2009,Lower bound of prediction interval,1.4
Poultry,12,2009,2009,Mid point of prediction interval,1.6
Poultry,12,2009,2009,Upper bound of prediction interval,1.8
Fish and seafood,7,2008,2009,Lower bound of prediction interval,-1.3
Fish and seafood,7,2008,2009,Mid point of prediction interval,2.2
Fish and seafood,7,2008,2009,Upper bound of prediction interval,5.5
Fish and seafood,8,2008,2009,Lower bound of prediction interval,-0.8
Fish and seafood,8,2008,2009,Mid point of prediction interval,2.4
Fish and seafood,8,2008,2009,Upper bound of prediction interval,5.8
Fish and seafood,9,2008,2009,Lower bound of prediction interval,-0.1
Fish and seafood,9,2008,2009,Mid point of prediction interval,3.1
Fish and seafood,9,2008,2009,Upper bound of prediction interval,6.4
Fish and seafood,10,2008,2009,Lower bound of prediction interval,3.5
Fish and seafood,10,2008,2009,Mid point of prediction interval,7.2
Fish and seafood,10,2008,2009,Upper bound of prediction interval,11
Fish and seafood,11,2008,2009,Lower bound of prediction interval,4.1
Fish and seafood,11,2008,2009,Mid point of prediction interval,7.5
Fish and seafood,11,2008,2009,Upper bound of prediction interval,11
Fish and seafood,12,2008,2009,Lower bound of prediction interval,1.3
Fish and seafood,12,2008,2009,Mid point of prediction interval,4.1
Fish and seafood,12,2008,2009,Upper bound of prediction interval,6.9
Fish and seafood,1,2009,2009,Lower bound of prediction interval,4
Fish and seafood,1,2009,2009,Mid point of prediction interval,6.8
Fish and seafood,1,2009,2009,Upper bound of prediction interval,9.7
Fish and seafood,2,2009,2009,Lower bound of prediction interval,4.4
Fish and seafood,2,2009,2009,Mid point of prediction interval,6.9
Fish and seafood,2,2009,2009,Upper bound of prediction interval,9.5
Fish and seafood,3,2009,2009,Lower bound of prediction interval,3.8
Fish and seafood,3,2009,2009,Mid point of prediction interval,5.9
Fish and seafood,3,2009,2009,Upper bound of prediction interval,8.1
Fish and seafood,4,2009,2009,Lower bound of prediction interval,3.4
Fish and seafood,4,2009,2009,Mid point of prediction interval,5.2
Fish and seafood,4,2009,2009,Upper bound of prediction interval,7.1
Fish and seafood,5,2009,2009,Lower bound of prediction interval,3.3
Fish and seafood,5,2009,2009,Mid point of prediction interval,4.8
Fish and seafood,5,2009,2009,Upper bound of prediction interval,6.5
Fish and seafood,6,2009,2009,Lower bound of prediction interval,3.7
Fish and seafood,6,2009,2009,Mid point of prediction interval,5
Fish and seafood,6,2009,2009,Upper bound of prediction interval,6.3
Fish and seafood,7,2009,2009,Lower bound of prediction interval,4
Fish and seafood,7,2009,2009,Mid point of prediction interval,5
Fish and seafood,7,2009,2009,Upper bound of prediction interval,6.1
Fish and seafood,8,2009,2009,Lower bound of prediction interval,4.1
Fish and seafood,8,2009,2009,Mid point of prediction interval,5
Fish and seafood,8,2009,2009,Upper bound of prediction interval,5.9
Fish and seafood,9,2009,2009,Lower bound of prediction interval,3.9
Fish and seafood,9,2009,2009,Mid point of prediction interval,4.6
Fish and seafood,9,2009,2009,Upper bound of prediction interval,5.3
Fish and seafood,10,2009,2009,Lower bound of prediction interval,3.6
Fish and seafood,10,2009,2009,Mid point of prediction interval,4.1
Fish and seafood,10,2009,2009,Upper bound of prediction interval,4.6
Fish and seafood,11,2009,2009,Lower bound of prediction interval,3.3
Fish and seafood,11,2009,2009,Mid point of prediction interval,3.6
Fish and seafood,11,2009,2009,Upper bound of prediction interval,4
Fish and seafood,12,2009,2009,Lower bound of prediction interval,3.5
Fish and seafood,12,2009,2009,Mid point of prediction interval,3.7
Fish and seafood,12,2009,2009,Upper bound of prediction interval,3.9
Eggs,7,2008,2009,Lower bound of prediction interval,-30.2
Eggs,7,2008,2009,Mid point of prediction interval,-8.8
Eggs,7,2008,2009,Upper bound of prediction interval,20
Eggs,8,2008,2009,Lower bound of prediction interval,-25
Eggs,8,2008,2009,Mid point of prediction interval,-3.3
Eggs,8,2008,2009,Upper bound of prediction interval,26
Eggs,9,2008,2009,Lower bound of prediction interval,-25.6
Eggs,9,2008,2009,Mid point of prediction interval,-5.2
Eggs,9,2008,2009,Upper bound of prediction interval,22.1
Eggs,10,2008,2009,Lower bound of prediction interval,-23.1
Eggs,10,2008,2009,Mid point of prediction interval,-3.4
Eggs,10,2008,2009,Upper bound of prediction interval,21.9
Eggs,11,2008,2009,Lower bound of prediction interval,-23.8
Eggs,11,2008,2009,Mid point of prediction interval,-5.8
Eggs,11,2008,2009,Upper bound of prediction interval,17.4
Eggs,12,2008,2009,Lower bound of prediction interval,-21.4
Eggs,12,2008,2009,Mid point of prediction interval,-4.4
Eggs,12,2008,2009,Upper bound of prediction interval,17.1
Eggs,1,2009,2009,Lower bound of prediction interval,-19.7
Eggs,1,2009,2009,Mid point of prediction interval,-4.6
Eggs,1,2009,2009,Upper bound of prediction interval,14
Eggs,2,2009,2009,Lower bound of prediction interval,-17.3
Eggs,2,2009,2009,Mid point of prediction interval,-3.4
Eggs,2,2009,2009,Upper bound of prediction interval,13.3
Eggs,3,2009,2009,Lower bound of prediction interval,-17.9
Eggs,3,2009,2009,Mid point of prediction interval,-6.4
Eggs,3,2009,2009,Upper bound of prediction interval,7.4
Eggs,4,2009,2009,Lower bound of prediction interval,-19.8
Eggs,4,2009,2009,Mid point of prediction interval,-10.3
Eggs,4,2009,2009,Upper bound of prediction interval,1
Eggs,5,2009,2009,Lower bound of prediction interval,-17.9
Eggs,5,2009,2009,Mid point of prediction interval,-9.7
Eggs,5,2009,2009,Upper bound of prediction interval,-0.1
Eggs,6,2009,2009,Lower bound of prediction interval,-22.1
Eggs,6,2009,2009,Mid point of prediction interval,-15.9
Eggs,6,2009,2009,Upper bound of prediction interval,-8.5
Eggs,7,2009,2009,Lower bound of prediction interval,-21.3
Eggs,7,2009,2009,Mid point of prediction interval,-16.3
Eggs,7,2009,2009,Upper bound of prediction interval,-10.5
Eggs,8,2009,2009,Lower bound of prediction interval,-21.2
Eggs,8,2009,2009,Mid point of prediction interval,-17.4
Eggs,8,2009,2009,Upper bound of prediction interval,-13
Eggs,9,2009,2009,Lower bound of prediction interval,-18.5
Eggs,9,2009,2009,Mid point of prediction interval,-15.5
Eggs,9,2009,2009,Upper bound of prediction interval,-11.9
Eggs,10,2009,2009,Lower bound of prediction interval,-17.9
Eggs,10,2009,2009,Mid point of prediction interval,-15.8
Eggs,10,2009,2009,Upper bound of prediction interval,-13.5
Eggs,11,2009,2009,Lower bound of prediction interval,-17
Eggs,11,2009,2009,Mid point of prediction interval,-15.8
Eggs,11,2009,2009,Upper bound of prediction interval,-14.4
Eggs,12,2009,2009,Lower bound of prediction interval,-15.6
Eggs,12,2009,2009,Mid point of prediction interval,-15
Eggs,12,2009,2009,Upper bound of prediction interval,-14.3
Dairy products,7,2008,2009,Lower bound of prediction interval,-6.1
Dairy products,7,2008,2009,Mid point of prediction interval,2.2
Dairy products,7,2008,2009,Upper bound of prediction interval,11
Dairy products,8,2008,2009,Lower bound of prediction interval,-4
Dairy products,8,2008,2009,Mid point of prediction interval,4.1
Dairy products,8,2008,2009,Upper bound of prediction interval,12.8
Dairy products,9,2008,2009,Lower bound of prediction interval,-3.1
Dairy products,9,2008,2009,Mid point of prediction interval,4.5
Dairy products,9,2008,2009,Upper bound of prediction interval,12.7
Dairy products,10,2008,2009,Lower bound of prediction interval,-3.8
Dairy products,10,2008,2009,Mid point of prediction interval,3.4
Dairy products,10,2008,2009,Upper bound of prediction interval,11
Dairy products,11,2008,2009,Lower bound of prediction interval,-3.7
Dairy products,11,2008,2009,Mid point of prediction interval,3
Dairy products,11,2008,2009,Upper bound of prediction interval,10
Dairy products,12,2008,2009,Lower bound of prediction interval,-2.8
Dairy products,12,2008,2009,Mid point of prediction interval,3.2
Dairy products,12,2008,2009,Upper bound of prediction interval,9.5
Dairy products,1,2009,2009,Lower bound of prediction interval,-4
Dairy products,1,2009,2009,Mid point of prediction interval,1.5
Dairy products,1,2009,2009,Upper bound of prediction interval,7.3
Dairy products,2,2009,2009,Lower bound of prediction interval,-3.8
Dairy products,2,2009,2009,Mid point of prediction interval,1.1
Dairy products,2,2009,2009,Upper bound of prediction interval,6.1
Dairy products,3,2009,2009,Lower bound of prediction interval,-8.5
Dairy products,3,2009,2009,Mid point of prediction interval,-3.8
Dairy products,3,2009,2009,Upper bound of prediction interval,1.1
Dairy products,4,2009,2009,Lower bound of prediction interval,-9.6
Dairy products,4,2009,2009,Mid point of prediction interval,-5.6
Dairy products,4,2009,2009,Upper bound of prediction interval,-1.3
Dairy products,5,2009,2009,Lower bound of prediction interval,-9.3
Dairy products,5,2009,2009,Mid point of prediction interval,-6
Dairy products,5,2009,2009,Upper bound of prediction interval,-2.5
Dairy products,6,2009,2009,Lower bound of prediction interval,-8.6
Dairy products,6,2009,2009,Mid point of prediction interval,-5.9
Dairy products,6,2009,2009,Upper bound of prediction interval,-3.2
Dairy products,7,2009,2009,Lower bound of prediction interval,-8.6
Dairy products,7,2009,2009,Mid point of prediction interval,-6.6
